"","Country","Year","unemployment_rate","alcohol","HDI","population","suicides","gdp_per_capita","suicide_per_100k"
"496","Netherlands",2007,4.2,9.6,"0.904",15425404,1354,54418,8.77772796096621
"497","Netherlands",2008,3.7,9.7,"0.906",15506963,1439,60375,9.27970228599888
"498","Netherlands",2009,4.3,9.4,"0.906",15602176,1530,54988,9.80632445115348
"499","Netherlands",2010,5,9.1,"0.911",15691409,1604,53302,10.2221540462045
"500","Netherlands",2011,5,9,"0.922",15772162,1650,56667,10.4614700254791
"501","Netherlands",2012,5.8,9.1,"0.921",15839503,1756,52334,11.086206429583
"502","Netherlands",2013,7.2,8.7,"0.924",15899508,1856,54510,11.6733171869218
"503","Netherlands",2014,7.4,8.4,"0.925",15899508,1839,55325,11.5663956394122
"504","Netherlands",2015,6.9,8.3,"0.927",16057342,1873,47206,11.6644460832932
"505","New Zealand",1995,6.5,9.3,"0.853",3373800,545,18945,16.1538917541052
"506","New Zealand",1996,6.3,8.8,"0.856",3432500,540,20434,15.7319737800437
"507","New Zealand",1997,6.9,8.7,"0.861",3470200,562,19041,16.195031986629
"508","New Zealand",1998,7.7,8.7,"0.864",3502800,574,16052,16.3868904876099
"509","New Zealand",1999,7,8.9,"0.865",3549300,516,16556,14.5380779308596
"510","New Zealand",2000,6.1,8.9,"0.87",3573690,458,14725,12.8158849816296
"511","New Zealand",2001,5.4,8.7,"0.874",3599090,508,14968,14.1146789882998
"512","New Zealand",2002,5.3,9.1,"0.882",3659190,467,18208,12.7623873042941
"513","New Zealand",2003,4.8,8.9,"0.885",3729420,519,23663,13.9163730553276
"514","New Zealand",2004,4,9.1,"0.887",3802510,495,27325,13.0177172446621
"515","New Zealand",2005,3.8,9.3,"0.889",3849280,514,29803,13.353146562474
"516","New Zealand",2006,3.9,9.3,"0.892",3898600,527,28628,13.5176730108244
"517","New Zealand",2007,3.7,9.2,"0.894",3935450,494,34892,12.552567050782
"518","New Zealand",2008,4.2,9.5,"0.895",3968450,520,33585,13.1033526943769
"519","New Zealand",2009,6.1,9.3,"0.898",4009980,512,30259,12.7681434820124
"520","New Zealand",2010,6.6,9.6,"0.899",4055470,536,36145,13.2167171745815
"521","New Zealand",2011,6.5,9.5,"0.902",4090460,493,41184,12.0524342005545
"522","New Zealand",2012,6.9,9.2,"0.905",4120870,549,42756,13.3224294869773
"523","New Zealand",2013,6.3,9.2,"0.907",4129770,513,46198,12.4219992880959
"524","New Zealand",2014,5.8,9.1,"0.91",4482624,513,47134,11.44418983167
"525","New Zealand",2015,5.4,8.7,"0.914",4568275,513,47403,11.2296216843338
"526","Norway",1995,6.3,4.8,"0.883",4055900,548,37483,13.5111812421411
"527","Norway",1996,5,5,"0.888",4078000,517,40098,12.6777832270721
"528","Norway",1997,4.7,5.3,"0.894",4102100,533,39335,12.9933448721387
"529","Norway",1998,3.7,5.2,"0.906",4129400,548,37334,13.2706930788977
"530","Norway",1999,3.2,5.5,"0.911",4159745,583,39013,14.0152821867687
"531","Norway",2000,3.5,5.7,"0.917",4168315,541,41099,12.9788655607842
"532","Norway",2001,3.7,5.5,"0.916",4215103,549,41281,13.0245927560964
"533","Norway",2002,4,5.9,"0.918",4243689,494,46049,11.6408153377875
"534","Norway",2003,4.2,6,"0.924",4273124,502,53533,11.7478453702724
"535","Norway",2004,4.3,6.2,"0.934",4301960,529,61450,12.2967205645799
"536","Norway",2005,4.4,6.4,"0.932",4335092,533,71215,12.2950101174323
"537","Norway",2006,3.4,6.5,"0.936",4372103,532,79007,12.1680573399117
"538","Norway",2007,2.5,6.6,"0.938",4417369,485,90797,10.9793861459163
"539","Norway",2008,2.5,6.8,"0.938",4472089,505,103431,11.2922618489927
"540","Norway",2009,3.1,6.7,"0.938",4527536,573,85394,12.6558905329521
"541","Norway",2010,3.5,6.6,"0.942",4582885,548,93638,11.9575333005301
"542","Norway",2011,3.2,6.4,"0.943",4643300,598,107430,12.8787715633278
"543","Norway",2012,3.1,6.2,"0.942",4706585,515,108408,10.9421162052741
"544","Norway",2013,3.4,6.2,"0.946",4767605,554,109804,11.6200901710607
"545","Norway",2014,3.5,6.1,"0.945",4827178,548,103443,11.3523884969645
"546","Norway",2015,4.3,6,"0.948",4882909,590,79187,12.0829612020212
"547","Poland",1995,13.3,8.1,"0.74",36104900,5499,3937,15.2306196665827
"548","Poland",1996,12.4,8.1,"0.748",36243300,5446,4413,15.0262255368578
"549","Poland",1997,11,8.6,"0.759",36398320,5472,4416,15.0336608942391
"550","Poland",1998,9.9,8.4,"0.769",36649660,5449,4510,14.8678050492146
"551","Poland",1999,12.3,8.3,"0.778",36575200,5779,4640,15.8003237166167
"552","Poland",2000,16.3,8.4,"0.785",36233344,5841,4744,16.1205104337044
"553","Poland",2001,18.4,7.8,"0.791",36295390,5855,5249,16.1315252432885
"554","Poland",2002,19.9,8.1,"0.799",36347498,5925,5466,16.3009844584076
"555","Poland",2003,19.4,9.1,"0.804",36353775,5836,5983,16.0533534687938
"556","Poland",2004,19.1,9.2,"0.802",36371596,6072,7014,16.6943457746534
"557","Poland",2005,17.7,9.1,"0.808",36371365,6045,8417,16.620217580506
"558","Poland",2006,13.8,9.9,"0.813",36348232,5805,9485,15.9705154297463
"559","Poland",2007,9.6,10.3,"0.819",36310843,5284,11816,14.5521270326883
"560","Poland",2008,7.1,10.8,"0.824",36262711,5682,14721,15.6689884548345
"561","Poland",2009,8.2,10.2,"0.828",36223402,6477,12141,17.8807059590924
"562","Poland",2010,9.6,10,"0.835",36027791,6357,13304,17.6447121057186
"563","Poland",2011,9.6,10.3,"0.84",36008237,6113,14686,16.9766711988704
"564","Poland",2012,10.1,10.2,"0.836",36013446,6368,13894,17.6822845556074
"565","Poland",2013,10.3,10.8,"0.851",36023694,6218,14552,17.2608616984144
"566","Poland",2014,9,10.5,"0.853",36059630,5934,15119,16.4560756724348
"567","Poland",2015,7.5,10.5,"0.858",36086575,5420,13228,15.019435898253
"568","Portugal",1995,7.1,12.8,"0.76",9473844,809,12469,8.53930041491078
"569","Portugal",1996,7.3,12.1,"0.767",9515960,653,12887,6.86215578880113
"570","Portugal",1997,6.6,11.8,"0.773",9564579,628,12237,6.56589275910628
"571","Portugal",1998,4.7,11.7,"0.78",9617110,556,12892,5.78136259229644
"572","Portugal",1999,4.6,13.2,"0.779",9671357,545,13180,5.63519679813288
"573","Portugal",2000,3.8,12.8,"0.785",9740085,524,12152,5.3798298474808
"574","Portugal",2001,3.8,12.6,"0.79",9809536,761,12391,7.7577573495831
"575","Portugal",2002,4.5,12.5,"0.792",9859832,1210,13614,12.2720143710359
"576","Portugal",2003,6.1,12.2,"0.796",9895009,1156,16671,11.6826573881843
"577","Portugal",2004,6.3,12.3,"0.797",10483861,1167,19131,11.1313951987727
"578","Portugal",2005,7.6,12,"0.8",10503330,1165,21773,11.0917204353286
"579","Portugal",2006,7.6,11.8,"0.803",10523260,1020,23653,9.69281382385306
"580","Portugal",2007,8,11.5,"0.81",10005713,1020,24003,10.1941760672128
"581","Portugal",2008,7.6,11.5,"0.814",10030640,1038,26121,10.3482928307665
"582","Portugal",2009,9.4,11.5,"0.817",10049918,1025,24254,10.1990881915653
"583","Portugal",2010,10.8,11.3,"0.822",10066628,1099,23673,10.9172604768945
"584","Portugal",2011,12.7,10.9,"0.827",10062815,1017,24337,10.106515920247
"585","Portugal",2012,15.5,9.8,"0.829",10029396,1076,21573,10.7284626113078
"586","Portugal",2013,16.2,9.5,"0.837",9985074,1052,22641,10.5357256240665
"587","Portugal",2014,13.9,10.2,"0.84",9944433,1222,23091,12.2882822982467
"588","Portugal",2015,12.4,10.3,"0.843",10321250,1137,26321,11.0161075451132
"589","Slovak Republic",1995,13.1,10.3,"0.751",5005232,735,5141,14.6846339989835
"590","Slovak Republic",1996,11.3,10.7,"0.754",5032436,672,5529,13.3533739922376
"591","Slovak Republic",1997,11.9,10.8,"0.756",5058389,630,5468,12.4545581607108
"592","Slovak Republic",1998,12.2,10,"0.762",5081100,673,5871,13.2451634488595
"593","Slovak Republic",1999,15.9,10,"0.762",5098200,692,5966,13.5734180691224
"594","Slovak Republic",2000,19.1,11,"0.763",5111813,729,5696,14.2610850592539
"595","Slovak Republic",2001,19.4,10.8,"0.765",5100256,692,6020,13.5679463932791
"596","Slovak Republic",2002,18.7,10.8,"0.772",5107584,717,6869,14.0379482745658
"597","Slovak Republic",2003,17.1,9.9,"0.777",5113982,753,9138,14.7243380989608
"598","Slovak Republic",2004,18.6,10.1,"0.785",5121210,676,11177,13.2000054674579
"599","Slovak Republic",2005,16.3,11,"0.794",5126946,679,12229,13.2437517383643
"600","Slovak Republic",2006,13.4,10.6,"0.803",5129369,591,13763,11.5218850505783
"601","Slovak Republic",2007,11.1,10.7,"0.814",5132660,591,16815,11.5144973561467
"602","Slovak Republic",2008,9.5,11.2,"0.822",5137067,591,19530,11.504619270101
"603","Slovak Republic",2009,12,10.7,"0.823",5141744,601,17299,11.68864105253
"604","Slovak Republic",2010,14.4,10.1,"0.829",5147562,631,17387,12.2582302068435
"605","Slovak Republic",2011,13.6,10.2,"0.836",5399324,516,18056,9.55675191931434
"606","Slovak Republic",2012,14,10.1,"0.841",5116922,571,18256,11.1590522583694
"607","Slovak Republic",2013,14.2,9.9,"0.844",5122209,616,19226,12.0260614121759
"608","Slovak Republic",2014,13.2,10.1,"0.845",5129686,554,19679,10.7998813182717
"609","Slovak Republic",2015,11.5,10.2,"0.849",5411247,585,21932,10.8108168043336
"610","Slovenia",1995,7.2,13.4,"0.782",1884000,564,11291,29.9363057324841
"611","Slovenia",1996,6.9,12,"0.788",1893100,607,11346,32.0638106808938
"612","Slovenia",1997,6.6,11.2,"0.796",1883900,593,11014,31.4772546313499
"613","Slovenia",1998,7.4,8.3,"0.805",1880300,612,11767,32.5479976599479
"614","Slovenia",1999,7.3,10.6,"0.819",1884400,590,12041,31.3097007004882
"615","Slovenia",2000,6.9,11.2,"0.824",1886483,588,10783,31.1691120460667
"616","Slovenia",2001,5.7,13,"0.835",1901330,581,10979,30.5575570784661
"617","Slovenia",2002,5.9,11.6,"0.843",1906124,540,12362,28.3297414019235
"618","Slovenia",2003,6.5,11.2,"0.85",1907589,562,15568,29.4612728423156
"619","Slovenia",2004,6,13.5,"0.857",1907862,512,18067,26.8363225432447
"620","Slovenia",2005,6.5,10.3,"0.861",1911817,503,19012,26.3100495497215
"621","Slovenia",2006,6,12.2,"0.868",1918570,529,20634,27.5726191903345
"622","Slovenia",2007,4.8,11,"0.873",1927332,434,24964,22.5181753844174
"623","Slovenia",2008,4.4,11,"0.878",1943758,408,28599,20.9902673069384
"624","Slovenia",2009,5.9,10.5,"0.877",1942037,447,25872,23.0170691907518
"625","Slovenia",2010,7.2,10.3,"0.881",1944774,414,24689,21.2878205899503
"626","Slovenia",2011,8.2,10.6,"0.883",1944561,435,26377,22.3700876444606
"627","Slovenia",2012,8.8,11,"0.876",1945988,440,23820,22.6106224704366
"628","Slovenia",2013,10.1,9.5,"0.884",1948276,446,24697,22.8920337775551
"629","Slovenia",2014,9.7,10.9,"0.886",1951786,388,25569,19.8792285629675
"630","Slovenia",2015,9,11.5,"0.886",1954632,422,22036,21.5897417007396
"631","Spain",1995,22.7,11,"0.8",37275300,3157,16444,8.46941540376603
"632","Spain",1996,22.1,10.8,"0.806",37341200,3320,17166,8.89098368558054
"633","Spain",1997,20.7,11.6,"0.81",37405000,3373,15738,9.01751102793744
"634","Spain",1998,18.7,11.5,"0.814",37458900,3261,16473,8.70554127323547
"635","Spain",1999,15.5,11.3,"0.819",37789271,3220,16756,8.52093706703154
"636","Spain",2000,13.8,11.8,"0.825",38319996,3394,15538,8.8569946614817
"637","Spain",2001,10.3,12.4,"0.828",38713504,3189,16169,8.23743570202273
"638","Spain",2002,11.1,10.7,"0.83",39340611,3372,17924,8.57129544835997
"639","Spain",2003,11.3,11.4,"0.833",39947556,3478,22701,8.70641498068117
"640","Spain",2004,11.1,11.7,"0.837",40555823,3508,26372,8.64980597237541
"641","Spain",2005,9.1,11.9,"0.844",41195479,3399,28092,8.250905396682
"642","Spain",2006,8.5,11.9,"0.848",41808848,3247,30246,7.76629865525116
"643","Spain",2007,8.2,11.1,"0.853",42547327,3264,34769,7.67145724571605
"644","Spain",2008,11.3,10.2,"0.856",43199484,3457,37848,8.00241039916125
"645","Spain",2009,17.9,10,"0.858",43490086,3429,34470,7.884555574344
"646","Spain",2010,19.9,9.8,"0.865",43595356,3158,32839,7.24389084011609
"647","Spain",2011,21.4,9.6,"0.87",43642571,3180,34097,7.28646348538907
"648","Spain",2012,24.8,9.4,"0.873",44318859,3539,30146,7.98531388183978
"649","Spain",2013,26.1,9.2,"0.875",44227625,3873,30792,8.75697033245624
"650","Spain",2014,24.4,9.5,"0.88",44172771,3911,31171,8.85387063446846
"651","Spain",2015,22.1,10.4,"0.885",44186528,3604,27108,8.15633217436772
"652","Sweden",1995,8.9,6.2,"0.857",8233000,1348,32072,16.3731325154865
"653","Sweden",1996,9.5,6,"0.864",8274300,1253,34819,15.1432749598153
"654","Sweden",1997,10.4,5.9,"0.874",8311300,1201,31821,14.4502063455777
"655","Sweden",1998,8.9,5.8,"0.888",8346300,1231,31966,14.7490504774571
"656","Sweden",1999,7.6,6.1,"0.893",8378013,1220,32328,14.5619253634483
"657","Sweden",2000,5.5,6.2,"0.897",8409008,1131,30896,13.4498623381022
"658","Sweden",2001,4.7,6.5,"0.9",8439317,1197,28429,14.1836122520341
"659","Sweden",2002,5,6.9,"0.903",8465828,1180,31175,13.9383885427391
"660","Sweden",2003,5.6,6.9,"0.908",8490539,1112,38997,13.0969305953368
"661","Sweden",2004,6.7,6.5,"0.896",8514314,1155,44831,13.5653911753783
"662","Sweden",2005,7.5,6.5,"0.899",8538624,1219,45563,14.2763049409366
"663","Sweden",2006,7.1,6.8,"0.902",8576044,1197,48977,13.9574843599217
"664","Sweden",2007,6.2,7,"0.905",8629159,1126,56531,13.0487803040829
"665","Sweden",2008,6.2,7,"0.901",8688504,1170,59155,13.4660696478934
"666","Sweden",2009,8.4,7.3,"0.899",8755922,1242,49070,14.1846855191264
"667","Sweden",2010,8.6,7.4,"0.906",8823125,1141,55352,12.9319260466105
"668","Sweden",2011,7.8,7.3,"0.906",8884644,1112,63380,12.5159770048187
"669","Sweden",2012,8,7.2,"0.908",8948909,1154,60776,12.8954266939132
"670","Sweden",2013,8.1,7.3,"0.927",9024081,1230,64133,13.6301968034197
"671","Sweden",2014,8,7.2,"0.929",9114524,1148,62956,12.5952819916871
"672","Sweden",2015,7.4,7.1,"0.932",9114524,1182,54629,12.9683129914409
"673","Switzerland",1995,3.3,11.4,"0.848",6617500,1419,51774,21.4431431809596
"674","Switzerland",1996,3.7,11.3,"0.854",6652200,1432,49621,21.5267129671387
"675","Switzerland",1997,4.2,11.2,"0.864",6675200,1341,42923,20.0892857142857
"676","Switzerland",1998,3.6,11.1,"0.874",6725167,1371,43872,20.3861108579162
"677","Switzerland",1999,3.1,11.1,"0.881",6764328,1296,42859,19.1593311264622
"678","Switzerland",2000,2.7,11.2,"0.889",6809589,1380,39952,20.2655402550727
"679","Switzerland",2001,2.5,11.1,"0.891",6865842,1338,40582,19.4877773184993
"680","Switzerland",2002,2.9,10.8,"0.891",6942010,1446,43419,20.8297020603543
"681","Switzerland",2003,4.1,10.8,"0.896",6969293,1269,50639,18.2084466817509
"682","Switzerland",2004,4.3,10.7,"0.901",7023166,1284,56123,18.2823530014811
"683","Switzerland",2005,4.4,10.1,"0.906",7071991,1299,57790,18.3682360455493
"684","Switzerland",2006,4,10.2,"0.912",7118477,1309,60536,18.3887649001324
"685","Switzerland",2007,3.7,10.4,"0.915",7183595,1360,66807,18.9320249819206
"686","Switzerland",2008,3.3,10.2,"0.917",7274875,1314,76202,18.0621660165982
"687","Switzerland",2009,4.1,10.1,"0.927",7364558,1105,73529,15.0042948945476
"688","Switzerland",2010,4.8,10,"0.932",7439147,1006,78474,13.5230558019622
"689","Switzerland",2011,4.4,10,"0.932",7518040,1034,93053,13.7535847109087
"690","Switzerland",2012,4.5,9.9,"0.935",7595591,1038,87951,13.6658227121497
"691","Switzerland",2013,4.7,9.8,"0.938",7681318,1071,89634,13.9429196916467
"692","Switzerland",2014,4.8,9.5,"0.939",7809621,1032,90809,13.2144696906546
"693","Switzerland",2015,4.8,9.5,"0.943",7892502,1073,86068,13.5951818574135
"694","United Kingdom",1995,8.7,9.3,"0.839",54746964,4315,24389,7.8817155961379
"695","United Kingdom",1996,8.2,9.8,"0.844",55012207,4165,25609,7.57104691327872
"696","United Kingdom",1997,7.1,10,"0.849",55266635,4143,28091,7.49638547742232
"697","United Kingdom",1998,6.2,9.8,"0.855",55527379,4389,29508,7.90420884083147
"698","United Kingdom",1999,6,10.3,"0.861",55833339,4448,29832,7.96656635563207
"699","United Kingdom",2000,5.6,10.4,"0.867",56133909,4290,29358,7.6424394388782
"700","United Kingdom",2001,4.7,10.8,"0.871",55571993,4128,29179,7.4282021881058
"701","United Kingdom",2002,5,11.1,"0.874",55908944,4117,31630,7.36375918672333
"702","United Kingdom",2003,4.8,11.3,"0.878",56171771,3979,36289,7.08362924857755
"703","United Kingdom",2004,4.6,11.6,"0.886",56455011,4183,42486,7.40943970412122
"704","United Kingdom",2005,4.8,11.4,"0.89",56809024,4047,44372,7.12386820798048
"705","United Kingdom",2006,5.3,11,"0.889",57091129,4122,47163,7.22003588333312
"706","United Kingdom",2007,5.3,11.1,"0.892",57382757,3897,53576,6.79123869910956
"707","United Kingdom",2008,5.6,10.8,"0.896",57683372,4259,50111,7.38341024862416
"708","United Kingdom",2009,7.5,10.1,"0.899",58013559,4246,41074,7.31897865462796
"709","United Kingdom",2010,7.8,10.1,"0.905",58403529,4188,41798,7.17079955904719
"710","United Kingdom",2011,8,9.9,"0.899",58881852,4393,44491,7.46070283251281
"711","United Kingdom",2012,7.9,9.6,"0.897",59708630,4444,44585,7.44281019343435
"712","United Kingdom",2013,7.5,9.4,"0.914",60091793,4824,45594,8.02771852722051
"713","United Kingdom",2014,6.1,9.4,"0.918",60570482,4788,49906,7.90484051290858
"714","United Kingdom",2015,5.3,9.5,"0.916",61082942,4910,47240,8.03825067888839
"715","United States",1995,5.7,8.1,"0.878",243164200,31272,31518,12.8604457399568
"716","United States",1996,5.5,8.2,"0.879",245997800,30879,32928,12.552551282979
"717","United States",1997,5,8.1,"0.879",248486400,30517,34644,12.2811550249833
"718","United States",1998,4.5,8.1,"0.884",251332500,30558,36164,12.158395750649
"719","United States",1999,4.2,8.2,"0.885",253748671,29183,38072,11.5007498896418
"720","United States",2000,4,8.3,"0.881",262246108,29343,39218,11.1891079047015
"721","United States",2001,4.7,8.3,"0.884",265427546,30607,40018,11.5312070888076
"722","United States",2002,5.8,8.3,"0.886",268759559,31645,40845,11.7744649223807
"723","United States",2003,6,8.4,"0.889",271041510,31477,42468,11.613350294573
"724","United States",2004,5.5,8.5,"0.892",273584136,32428,44867,11.8530264488728
"725","United States",2005,5.1,8.5,"0.896",276106680,32629,47423,11.8175337155914
"726","United States",2006,4.6,8.6,"0.899",278980848,33292,49666,11.9334356600708
"727","United States",2007,4.6,8.7,"0.902",280658606,34596,51585,12.326719815604
"728","United States",2008,5.8,8.7,"0.907",282355565,36030,52128,12.7605064203357
"729","United States",2009,9.3,8.7,"0.908",285162662,36900,50563,12.9399830052084
"730","United States",2010,9.6,8.6,"0.911",287839149,38362,51989,13.3275824825344
"731","United States",2011,8.9,8.7,"0.914",290313825,39508,53452,13.6087215274712
"732","United States",2012,8.1,8.9,"0.916",292827128,40596,55170,13.8634696441103
"733","United States",2013,7.4,8.8,"0.914",295322862,41143,56520,13.9315323308766
"734","United States",2014,6.2,8.8,"0.915",297749735,42769,58531,14.3640765960715
"735","United States",2015,5.3,8.8,"0.917",300078511,44189,60387,14.7258128723519
